phuong_xa,period_month,attp_cert_issued_count,certified_facility_count,attp_valid_count,processing_time_p50,processing_time_p90,facility_count,certified_facility_rate
phuoc kien,2023-10,1.0,1.0,1.0,60.0,60.0,31,0.03225806451612903
phuoc kien,2023-11,1.0,1.0,1.0,,,31,0.03225806451612903
phuoc loc,2022-12,,,,60.0,60.0,2,
phuoc loc,2023-02,1.0,1.0,1.0,,,2,0.5
phuoc long a,2023-01,,,,60.0,60.0,13,
phuoc long a,2023-03,1.0,1.0,1.0,,,13,0.07692307692307693
phuoc long a,2023-05,,,,60.0,60.0,13,
phuoc long a,2023-07,1.0,1.0,1.0,,,13,0.07692307692307693
phuoc long a,2023-09,,,,60.0,60.0,13,
phuoc long a,2023-11,1.0,1.0,1.0,,,13,0.07692307692307693
phuoc long b,2023-05,,,,60.0,60.0,33,
phuoc long b,2023-06,,,,60.0,60.0,33,
phuoc long b,2023-07,2.0,3.0,3.0,,,33,0.09090909090909091
phuoc long b,2023-08,1.0,1.0,1.0,,,33,0.030303030303030304
phuoc long b,2023-09,,,,60.0,60.0,33,
phuoc long b,2023-10,,,,60.0,60.0,33,
phuoc long b,2023-11,1.0,1.0,1.0,,,33,0.030303030303030304
phuoc long b,2023-12,1.0,1.0,1.0,,,33,0.030303030303030304
phuoc thanh,2023-01,,,,60.0,60.0,3,
phuoc thanh,2023-03,1.0,1.0,1.0,,,3,0.3333333333333333
phuoc vinh an,2022-11,,,,60.0,60.0,7,
phuoc vinh an,2023-01,1.0,1.0,1.0,,,7,0.14285714285714285
phuoc vinh an,2023-06,2.0,1.0,2.0,9.0,9.0,7,0.2857142857142857
phuoc vinh an,2023-09,2.0,1.0,2.0,,,7,0.2857142857142857
pn,2020-04,,,,60.0,60.0,142,
pn,2020-05,,,,60.0,60.0,142,
pn,2020-06,2.0,2.0,0.0,,,142,0.0
pn,2020-07,1.0,1.0,0.0,,,142,0.0
pn,2020-08,,,,60.0,60.0,142,
pn,2020-09,,,,60.0,60.0,142,
pn,2020-10,1.0,1.0,0.0,,,142,0.0
pn,2020-11,1.0,1.0,0.0,60.0,60.0,142,0.0
pn,2021-01,2.0,2.0,0.0,60.0,60.0,142,0.0
pn,2021-02,,,,60.0,60.0,142,
pn,2021-03,1.0,1.0,0.0,60.0,60.0,142,0.0
pn,2021-04,4.0,5.0,0.0,,,142,0.0
pn,2021-05,1.0,1.0,0.0,60.0,60.0,142,0.0
pn,2021-07,1.0,1.0,0.0,,,142,0.0
pn,2021-09,,,,60.0,60.0,142,
pn,2021-10,,,,60.0,60.0,142,
pn,2021-11,3.0,3.0,0.0,60.0,60.0,142,0.0
pn,2021-12,2.0,3.0,0.0,60.0,60.0,142,0.0
pn,2022-01,4.0,4.0,0.0,60.0,60.0,142,0.0
pn,2022-02,1.0,1.0,0.0,60.0,60.0,142,0.0
pn,2022-03,2.0,2.0,0.0,60.0,60.0,142,0.0
pn,2022-04,2.0,3.0,0.0,60.0,60.0,142,0.0
pn,2022-05,4.0,10.0,0.0,60.0,60.0,142,0.0
pn,2022-06,2.0,2.0,0.0,60.0,60.0,142,0.0
pn,2022-07,3.0,6.0,0.0,60.0,60.0,142,0.0
pn,2022-08,3.0,4.0,0.0,60.0,60.0,142,0.0
pn,2022-09,3.0,3.0,0.0,60.0,60.0,142,0.0
pn,2022-10,2.0,2.0,0.0,60.0,60.0,142,0.0
pn,2022-11,2.0,2.0,2.0,60.0,60.0,142,0.014084507042253521
pn,2022-12,2.0,3.0,3.0,60.0,60.0,142,0.02112676056338028
pn,2023-01,3.0,5.0,5.0,60.0,60.0,142,0.035211267605633804
pn,2023-02,4.0,4.0,4.0,60.0,60.0,142,0.028169014084507043
pn,2023-03,2.0,2.0,2.0,60.0,60.0,142,0.014084507042253521
pn,2023-04,3.0,4.0,4.0,60.0,60.0,142,0.028169014084507043
pn,2023-05,7.0,10.0,10.0,60.0,60.0,142,0.07042253521126761
pn,2023-06,2.0,2.0,2.0,60.0,60.0,142,0.014084507042253521
pn,2023-07,1.0,2.0,2.0,60.0,60.0,142,0.014084507042253521
pn,2023-08,5.0,9.0,9.0,,,142,0.06338028169014084
pn,2023-09,4.0,6.0,6.0,60.0,60.0,142,0.04225352112676056
pn,2023-10,,,,60.0,60.0,142,
pn,2023-11,2.0,5.0,5.0,60.0,60.0,142,0.035211267605633804
pn,2023-12,1.0,1.0,1.0,60.0,60.0,142,0.007042253521126761
pn,2024-01,1.0,1.0,1.0,60.0,60.0,142,0.007042253521126761
pn,2024-02,1.0,1.0,1.0,60.0,60.0,142,0.007042253521126761
pn,2024-03,2.0,4.0,4.0,60.0,60.0,142,0.028169014084507043
pn,2024-04,2.0,2.0,2.0,60.0,60.0,142,0.014084507042253521
pn,2024-05,3.0,3.0,3.0,60.0,60.0,142,0.02112676056338028
pn,2024-06,1.0,1.0,1.0,60.0,60.0,142,0.007042253521126761
pn,2024-07,2.0,7.0,7.0,60.0,60.0,142,0.04929577464788732
pn,2024-08,3.0,4.0,4.0,60.0,60.0,142,0.028169014084507043
pn,2024-09,1.0,1.0,1.0,60.0,60.0,142,0.007042253521126761
pn,2024-10,2.0,3.0,3.0,60.0,60.0,142,0.02112676056338028
pn,2024-11,1.0,2.0,2.0,,,142,0.014084507042253521
pn,2024-12,1.0,1.0,1.0,,,142,0.007042253521126761
son ky,2023-05,,,,60.0,60.0,36,
son ky,2023-07,1.0,1.0,1.0,60.0,60.0,36,0.027777777777777776
son ky,2023-09,1.0,1.0,1.0,,,36,0.027777777777777776
son ky,2023-10,,,,60.0,60.0,36,
son ky,2023-11,1.0,1.0,1.0,,,36,0.027777777777777776
tam binh,2022-12,,,,60.0,60.0,15,
tam binh,2023-01,,,,60.0,60.0,15,
tam binh,2023-02,1.0,1.0,1.0,,,15,0.06666666666666667
tam binh,2023-03,1.0,1.0,1.0,60.0,60.0,15,0.06666666666666667
tam binh,2023-04,,,,60.0,60.0,15,
tam binh,2023-05,1.0,1.0,1.0,,,15,0.06666666666666667
tam binh,2023-06,1.0,1.0,1.0,9.0,9.0,15,0.06666666666666667
tam binh,2023-07,1.0,1.0,1.0,60.0,60.0,15,0.06666666666666667
tam binh,2023-09,2.0,2.0,2.0,,,15,0.13333333333333333
tam binh,2023-10,,,,60.0,60.0,15,
tam binh,2023-12,2.0,2.0,2.0,,,15,0.13333333333333333
tam phu,2023-05,,,,60.0,60.0,13,
tam phu,2023-06,1.0,1.0,1.0,,,13,0.07692307692307693
tam phu,2023-07,1.0,1.0,1.0,,,13,0.07692307692307693
tam phu,2023-10,,,,60.0,60.0,13,
tam phu,2023-11,1.0,1.0,1.0,,,13,0.07692307692307693
tam thon hiep,2023-01,,,,60.0,60.0,3,
tam thon hiep,2023-03,1.0,1.0,1.0,,,3,0.3333333333333333
tan an hoi,2023-04,,,,60.0,60.0,6,
tan an hoi,2023-06,1.0,1.0,1.0,,,6,0.16666666666666666
tan an hoi,2023-08,,,,60.0,60.0,6,
tan an hoi,2023-10,1.0,1.0,1.0,,,6,0.16666666666666666
tan chanh hiep,2022-12,,,,60.0,60.0,27,
tan chanh hiep,2023-01,,,,60.0,60.0,27,
tan chanh hiep,2023-02,1.0,1.0,1.0,60.0,60.0,27,0.037037037037037035
tan chanh hiep,2023-03,1.0,1.0,1.0,,,27,0.037037037037037035
tan chanh hiep,2023-04,1.0,1.0,1.0,60.0,60.0,27,0.037037037037037035
tan chanh hiep,2023-06,2.0,2.0,2.0,,,27,0.07407407407407407
tan chanh hiep,2023-08,,,,60.0,60.0,27,
tan chanh hiep,2023-09,,,,60.0,60.0,27,
tan chanh hiep,2023-10,1.0,1.0,1.0,60.0,60.0,27,0.037037037037037035
tan chanh hiep,2023-11,1.0,1.0,1.0,,,27,0.037037037037037035
tan chanh hiep,2023-12,2.0,2.0,2.0,,,27,0.07407407407407407
tan hiep,2023-03,,,,60.0,60.0,8,
tan hiep,2023-05,1.0,1.0,1.0,60.0,60.0,8,0.125
tan hiep,2023-07,1.0,1.0,1.0,60.0,60.0,8,0.125
tan hiep,2023-09,1.0,1.0,1.0,,,8,0.125
tan hung,2022-11,,,,60.0,60.0,48,
tan hung,2023-01,2.0,2.0,2.0,,,48,0.041666666666666664
tan hung,2023-05,,,,60.0,60.0,48,
tan hung,2023-07,1.0,1.0,1.0,60.0,60.0,48,0.020833333333333332
tan hung,2023-08,,,,60.0,60.0,48,
tan hung,2023-09,1.0,1.0,1.0,,,48,0.020833333333333332
tan hung,2023-10,1.0,1.0,1.0,60.0,60.0,48,0.020833333333333332
tan hung,2023-12,1.0,1.0,1.0,,,48,0.020833333333333332
tan hung thuan,2023-06,,,,60.0,60.0,8,
tan hung thuan,2023-07,,,,60.0,60.0,8,
tan hung thuan,2023-08,1.0,1.0,1.0,,,8,0.125
tan hung thuan,2023-09,1.0,1.0,1.0,60.0,60.0,8,0.125
tan hung thuan,2023-10,,,,60.0,60.0,8,
tan hung thuan,2023-11,1.0,1.0,1.0,,,8,0.125
tan hung thuan,2023-12,2.0,2.0,2.0,,,8,0.25
tan kien,2022-12,,,,60.0,60.0,13,
tan kien,2023-01,,,,60.0,60.0,13,
tan kien,2023-02,2.0,2.0,2.0,,,13,0.15384615384615385
tan kien,2023-03,1.0,1.0,1.0,60.0,60.0,13,0.07692307692307693
tan kien,2023-04,,,,60.0,60.0,13,
tan kien,2023-05,2.0,2.0,2.0,,,13,0.15384615384615385
tan kien,2023-09,,,,60.0,60.0,13,
tan kien,2023-11,1.0,1.0,1.0,,,13,0.07692307692307693
tan kieng,2022-11,,,,60.0,60.0,14,
tan kieng,2023-01,1.0,1.0,1.0,60.0,60.0,14,0.07142857142857142
tan kieng,2023-03,2.0,2.0,2.0,60.0,60.0,14,0.14285714285714285
tan kieng,2023-05,1.0,1.0,1.0,60.0,60.0,14,0.07142857142857142
tan kieng,2023-06,,,,60.0,60.0,14,
tan kieng,2023-07,1.0,1.0,1.0,,,14,0.07142857142857142
tan kieng,2023-08,2.0,2.0,2.0,,,14,0.14285714285714285
tan nhut,2023-04,,,,60.0,60.0,6,
tan nhut,2023-06,1.0,1.0,1.0,60.0,60.0,6,0.16666666666666666
tan nhut,2023-08,3.0,3.0,3.0,,,6,0.5
tan phong,2023-07,,,,60.0,60.0,134,
tan phong,2023-09,1.0,1.0,1.0,,,134,0.007462686567164179
tan phu,2023-01,,,,60.0,60.0,149,
tan phu,2023-03,1.0,1.0,1.0,60.0,60.0,149,0.006711409395973154
tan phu,2023-04,,,,60.0,60.0,149,
tan phu,2023-05,1.0,1.0,1.0,60.0,60.0,149,0.006711409395973154
tan phu,2023-06,3.0,3.0,3.0,60.0,60.0,149,0.020134228187919462
tan phu,2023-07,1.0,1.0,1.0,60.0,60.0,149,0.006711409395973154
tan phu,2023-08,1.0,1.0,1.0,60.0,60.0,149,0.006711409395973154
tan phu,2023-09,2.0,2.0,2.0,,,149,0.013422818791946308
tan phu,2023-10,1.0,1.0,1.0,,,149,0.006711409395973154
tan phu trung,2023-01,,,,60.0,60.0,11,
tan phu trung,2023-03,1.0,1.0,1.0,60.0,60.0,11,0.09090909090909091
tan phu trung,2023-05,1.0,1.0,1.0,,,11,0.09090909090909091
tan phu trung,2023-10,,,,60.0,60.0,11,
tan phu trung,2023-12,2.0,2.0,2.0,,,11,0.18181818181818182
tan quy,2023-01,,,,60.0,60.0,49,
tan quy,2023-02,,,,60.0,60.0,49,
tan quy,2023-03,1.0,1.0,1.0,60.0,60.0,49,0.02040816326530612
tan quy,2023-04,1.0,1.0,1.0,60.0,60.0,49,0.02040816326530612
tan quy,2023-05,1.0,1.0,1.0,,,49,0.02040816326530612
tan quy,2023-06,1.0,1.0,1.0,60.0,60.0,49,0.02040816326530612
tan quy,2023-07,,,,60.0,60.0,49,
tan quy,2023-08,2.0,2.0,2.0,,,49,0.04081632653061224
tan quy,2023-09,1.0,1.0,1.0,,,49,0.02040816326530612
tan quy tay,2022-12,,,,60.0,60.0,10,
tan quy tay,2023-02,1.0,1.0,1.0,,,10,0.1
tan quy tay,2023-07,,,,60.0,60.0,10,
tan quy tay,2023-09,2.0,2.0,2.0,60.0,60.0,10,0.2
tan quy tay,2023-11,1.0,1.0,1.0,,,10,0.1
tan son nhi,2022-11,,,,60.0,60.0,23,
tan son nhi,2023-01,1.0,1.0,1.0,,,23,0.043478260869565216
tan son nhi,2023-05,,,,60.0,60.0,23,
tan son nhi,2023-07,2.0,3.0,3.0,,,23,0.13043478260869565
tan son nhi,2023-10,,,,60.0,60.0,23,
tan son nhi,2023-12,1.0,1.0,1.0,,,23,0.043478260869565216
tan tao,2023-01,,,,60.0,60.0,19,
tan tao,2023-03,1.0,1.0,1.0,,,19,0.05263157894736842
tan tao,2023-04,,,,60.0,60.0,19,
tan tao,2023-05,,,,34.5,54.9,19,
tan tao,2023-06,4.0,3.0,4.0,60.0,60.0,19,0.21052631578947367
tan tao,2023-07,1.0,1.0,1.0,60.0,60.0,19,0.05263157894736842
tan tao,2023-08,2.0,2.0,2.0,,,19,0.10526315789473684
tan tao,2023-09,1.0,1.0,1.0,,,19,0.05263157894736842
tan tao,2023-12,1.0,1.0,1.0,,,19,0.05263157894736842
tan tao,2024-01,1.0,1.0,1.0,,,19,0.05263157894736842
tan tao a,2022-12,,,,60.0,60.0,27,
tan tao a,2023-01,,,,60.0,60.0,27,
tan tao a,2023-02,2.0,3.0,3.0,,,27,0.1111111111111111
tan tao a,2023-03,1.0,1.0,1.0,,,27,0.037037037037037035
tan tao a,2023-04,,,,60.0,60.0,27,
tan tao a,2023-05,,,,60.0,60.0,27,
tan tao a,2023-06,1.0,1.0,1.0,,,27,0.037037037037037035
tan tao a,2023-07,1.0,1.0,1.0,60.0,60.0,27,0.037037037037037035
tan tao a,2023-08,,,,60.0,60.0,27,
tan tao a,2023-09,1.0,1.0,1.0,60.0,60.0,27,0.037037037037037035
tan tao a,2023-10,1.0,1.0,1.0,60.0,60.0,27,0.037037037037037035
tan tao a,2023-11,2.0,2.0,2.0,11.0,11.0,27,0.07407407407407407
tan tao a,2023-12,2.0,2.0,2.0,,,27,0.07407407407407407
tan thanh,2022-11,,,,60.0,60.0,31,
tan thanh,2023-01,1.0,1.0,1.0,,,31,0.03225806451612903
tan thanh,2023-02,,,,60.0,60.0,31,
tan thanh,2023-03,,,,60.0,60.0,31,
tan thanh,2023-04,1.0,1.0,1.0,,,31,0.03225806451612903
tan thanh,2023-05,1.0,1.0,1.0,,,31,0.03225806451612903
tan thanh,2023-06,,,,60.0,60.0,31,
tan thanh,2023-08,1.0,1.0,1.0,,,31,0.03225806451612903
tan thanh,2023-09,,,,60.0,60.0,31,
tan thanh,2023-10,,,,60.0,60.0,31,
tan thanh,2023-11,2.0,3.0,3.0,,,31,0.0967741935483871
tan thanh đong,2023-02,,,,60.0,60.0,8,
tan thanh đong,2023-04,1.0,1.0,1.0,60.0,60.0,8,0.125
tan thanh đong,2023-05,,,,60.0,60.0,8,
tan thanh đong,2023-06,2.0,2.0,2.0,,,8,0.25
tan thanh đong,2023-07,1.0,1.0,1.0,,,8,0.125
tan thoi hiep,2023-01,,,,60.0,60.0,8,
tan thoi hiep,2023-03,1.0,1.0,1.0,,,8,0.125
tan thoi hiep,2023-08,,,,60.0,60.0,8,
tan thoi hiep,2023-10,1.0,1.0,1.0,,,8,0.125
tan thoi hoa,2022-12,,,,60.0,60.0,15,
tan thoi hoa,2023-01,1.0,1.0,1.0,,,15,0.06666666666666667
tan thoi hoa,2023-02,1.0,1.0,1.0,,,15,0.06666666666666667
tan thoi hoa,2023-03,,,,60.0,60.0,15,
tan thoi hoa,2023-05,1.0,1.0,1.0,60.0,60.0,15,0.06666666666666667
tan thoi hoa,2023-07,1.0,2.0,2.0,,,15,0.13333333333333333
tan thoi hoa,2023-09,,,,60.0,60.0,15,
tan thoi hoa,2023-10,,,,60.0,60.0,15,
tan thoi hoa,2023-11,3.0,3.0,3.0,11.0,11.0,15,0.2
tan thoi hoa,2023-12,1.0,1.0,1.0,,,15,0.06666666666666667
tan thoi nhat,2022-12,,,,60.0,60.0,27,
tan thoi nhat,2023-01,,,,60.0,60.0,27,
tan thoi nhat,2023-02,1.0,1.0,1.0,,,27,0.037037037037037035
tan thoi nhat,2023-03,1.0,1.0,1.0,,,27,0.037037037037037035
tan thoi nhat,2023-05,,,,60.0,60.0,27,
tan thoi nhat,2023-06,,,,60.0,60.0,27,
tan thoi nhat,2023-07,1.0,1.0,1.0,60.0,60.0,27,0.037037037037037035
tan thoi nhat,2023-08,2.0,2.0,2.0,,,27,0.07407407407407407
tan thoi nhat,2023-09,1.0,1.0,1.0,,,27,0.037037037037037035
tan thoi nhi,2023-06,,,,60.0,60.0,10,
tan thoi nhi,2023-07,,,,60.0,60.0,10,
tan thoi nhi,2023-08,2.0,2.0,2.0,,,10,0.2
tan thoi nhi,2023-09,1.0,1.0,1.0,,,10,0.1
tan thoi nhi,2023-10,,,,60.0,60.0,10,
tan thoi nhi,2023-12,1.0,1.0,1.0,,,10,0.1
tan thong hoi,2022-11,,,,60.0,60.0,10,
tan thong hoi,2023-01,1.0,1.0,1.0,,,10,0.1
tan thuan tay,2022-11,,,,60.0,60.0,15,
tan thuan tay,2022-12,,,,60.0,60.0,15,
tan thuan tay,2023-01,1.0,1.0,1.0,,,15,0.06666666666666667
tan thuan tay,2023-02,1.0,1.0,1.0,,,15,0.06666666666666667
tan thuan tay,2023-03,,,,60.0,60.0,15,
tan thuan tay,2023-05,1.0,1.0,1.0,,,15,0.06666666666666667
tan thuan đong,2022-11,,,,60.0,60.0,30,
tan thuan đong,2023-01,1.0,1.0,1.0,,,30,0.03333333333333333
tan thuan đong,2023-02,,,,60.0,60.0,30,
tan thuan đong,2023-03,,,,60.0,60.0,30,
tan thuan đong,2023-04,1.0,1.0,1.0,,,30,0.03333333333333333
tan thuan đong,2023-05,1.0,1.0,1.0,,,30,0.03333333333333333
tan thuan đong,2023-06,,,,60.0,60.0,30,
tan thuan đong,2023-08,1.0,1.0,1.0,,,30,0.03333333333333333
tan xuan,2023-04,,,,60.0,60.0,11,
tan xuan,2023-05,,,,60.0,60.0,11,
tan xuan,2023-06,1.0,1.0,1.0,60.0,60.0,11,0.09090909090909091
tan xuan,2023-07,1.0,1.0,1.0,,,11,0.09090909090909091
tan xuan,2023-08,1.0,1.0,1.0,,,11,0.09090909090909091
tan đinh,2022-12,,,,60.0,60.0,43,
tan đinh,2023-01,1.0,1.0,1.0,,,43,0.023255813953488372
tan đinh,2023-03,,,,60.0,60.0,43,
tan đinh,2023-05,1.0,1.0,1.0,,,43,0.023255813953488372
tan đinh,2023-06,,,,60.0,60.0,43,
tan đinh,2023-07,1.0,1.0,1.0,,,43,0.023255813953488372
tang nhon phu a,2022-11,,,,60.0,60.0,21,
tang nhon phu a,2023-01,1.0,1.0,1.0,,,21,0.047619047619047616
tang nhon phu a,2023-03,,,,60.0,60.0,21,
tang nhon phu a,2023-04,,,,60.0,60.0,21,
tang nhon phu a,2023-05,1.0,1.0,1.0,60.0,60.0,21,0.047619047619047616
tang nhon phu a,2023-06,2.0,2.0,2.0,60.0,60.0,21,0.09523809523809523
tang nhon phu a,2023-07,1.0,1.0,1.0,,,21,0.047619047619047616
tang nhon phu a,2023-08,1.0,1.0,1.0,,,21,0.047619047619047616
tang nhon phu b,2023-07,,,,60.0,60.0,8,
tang nhon phu b,2023-09,1.0,1.0,1.0,,,8,0.125
tay thanh,2022-12,,,,60.0,60.0,44,
tay thanh,2023-01,,,,60.0,60.0,44,
tay thanh,2023-02,1.0,1.0,1.0,60.0,60.0,44,0.022727272727272728
tay thanh,2023-03,2.0,2.0,2.0,35.5,55.1,44,0.045454545454545456
tay thanh,2023-04,1.0,1.0,1.0,,,44,0.022727272727272728
tay thanh,2023-05,1.0,1.0,1.0,60.0,60.0,44,0.022727272727272728
tay thanh,2023-06,1.0,1.0,1.0,11.0,11.0,44,0.022727272727272728
tay thanh,2023-07,1.0,1.0,1.0,60.0,60.0,44,0.022727272727272728
tay thanh,2023-08,1.0,1.0,1.0,,,44,0.022727272727272728
tb,2020-09,,,,60.0,60.0,46,
tb,2020-11,1.0,1.0,0.0,,,46,0.0
tb,2021-02,,,,60.0,60.0,46,
tb,2021-03,,,,60.0,60.0,46,
tb,2021-04,2.0,2.0,0.0,,,46,0.0
tb,2021-05,1.0,1.0,0.0,,,46,0.0
tb,2022-01,,,,60.0,60.0,46,
tb,2022-03,1.0,1.0,0.0,,,46,0.0
tb,2022-05,,,,60.0,60.0,46,
tb,2022-06,,,,60.0,60.0,46,
tb,2022-07,1.0,1.0,0.0,60.0,60.0,46,0.0
tb,2022-08,2.0,2.0,0.0,60.0,60.0,46,0.0
tb,2022-09,2.0,2.0,0.0,60.0,60.0,46,0.0
tb,2022-10,1.0,1.0,0.0,60.0,60.0,46,0.0
tb,2022-11,1.0,1.0,1.0,60.0,60.0,46,0.021739130434782608
tb,2022-12,3.0,3.0,3.0,60.0,60.0,46,0.06521739130434782
tb,2023-01,1.0,1.0,1.0,,,46,0.021739130434782608
