phuong_xa,period_month,attp_cert_issued_count,certified_facility_count,attp_valid_count,processing_time_p50,processing_time_p90,facility_count,certified_facility_rate
tb,2023-02,2.0,3.0,3.0,60.0,60.0,46,0.06521739130434782
tb,2023-03,,,,60.0,60.0,46,
tb,2023-04,1.0,1.0,1.0,60.0,60.0,46,0.021739130434782608
tb,2023-05,1.0,1.0,1.0,60.0,60.0,46,0.021739130434782608
tb,2023-06,1.0,2.0,2.0,60.0,60.0,46,0.043478260869565216
tb,2023-07,1.0,1.0,1.0,60.0,60.0,46,0.021739130434782608
tb,2023-08,4.0,4.0,4.0,,,46,0.08695652173913043
tb,2023-09,2.0,2.0,2.0,60.0,60.0,46,0.043478260869565216
tb,2023-11,1.0,1.0,1.0,60.0,60.0,46,0.021739130434782608
tb,2023-12,,,,60.0,60.0,46,
tb,2024-01,1.0,1.0,1.0,60.0,60.0,46,0.021739130434782608
tb,2024-02,1.0,1.0,1.0,60.0,60.0,46,0.021739130434782608
tb,2024-03,1.0,2.0,2.0,60.0,60.0,46,0.043478260869565216
tb,2024-04,1.0,1.0,1.0,60.0,60.0,46,0.021739130434782608
tb,2024-05,3.0,3.0,3.0,60.0,60.0,46,0.06521739130434782
tb,2024-06,2.0,2.0,2.0,,,46,0.043478260869565216
tb,2024-07,3.0,4.0,4.0,,,46,0.08695652173913043
tb,2024-08,,,,60.0,60.0,46,
tb,2024-10,1.0,1.0,1.0,,,46,0.021739130434782608
thanh loc,2023-02,,,,60.0,60.0,15,
thanh loc,2023-04,2.0,2.0,2.0,60.0,60.0,15,0.13333333333333333
thanh loc,2023-05,,,,60.0,60.0,15,
thanh loc,2023-06,2.0,2.0,2.0,60.0,60.0,15,0.13333333333333333
thanh loc,2023-07,1.0,1.0,1.0,,,15,0.06666666666666667
thanh loc,2023-08,1.0,1.0,1.0,,,15,0.06666666666666667
thanh my loi,2023-04,,,,60.0,60.0,27,
thanh my loi,2023-05,1.0,1.0,1.0,60.0,60.0,27,0.037037037037037035
thanh my loi,2023-06,1.0,1.0,1.0,60.0,60.0,27,0.037037037037037035
thanh my loi,2023-07,1.0,1.0,1.0,,,27,0.037037037037037035
thanh my loi,2023-08,2.0,2.0,2.0,,,27,0.07407407407407407
thanh my loi,2023-09,,,,60.0,60.0,27,
thanh my loi,2023-11,1.0,1.0,1.0,,,27,0.037037037037037035
thanh xuan,2022-12,,,,60.0,60.0,16,
thanh xuan,2023-02,1.0,1.0,1.0,60.0,60.0,16,0.0625
thanh xuan,2023-04,1.0,1.0,1.0,60.0,60.0,16,0.0625
thanh xuan,2023-05,,,,60.0,60.0,16,
thanh xuan,2023-06,1.0,1.0,1.0,60.0,60.0,16,0.0625
thanh xuan,2023-07,1.0,1.0,1.0,,,16,0.0625
thanh xuan,2023-08,1.0,1.0,1.0,,,16,0.0625
thanh xuan,2023-10,,,,60.0,60.0,16,
thanh xuan,2023-11,1.0,1.0,1.0,,,16,0.0625
thao đien,2022-11,,,,60.0,60.0,167,
thao đien,2023-01,3.0,3.0,3.0,60.0,60.0,167,0.017964071856287425
thao đien,2023-03,1.0,1.0,1.0,,,167,0.005988023952095809
thao đien,2023-04,,,,60.0,60.0,167,
thao đien,2023-05,1.0,1.0,1.0,60.0,60.0,167,0.005988023952095809
thao đien,2023-06,1.0,1.0,1.0,,,167,0.005988023952095809
thao đien,2023-07,2.0,2.0,2.0,,,167,0.011976047904191617
thao đien,2023-09,,,,60.0,60.0,167,
thao đien,2023-11,1.0,1.0,1.0,,,167,0.005988023952095809
thi tran cu chi,2023-04,,,,60.0,60.0,9,
thi tran cu chi,2023-06,1.0,1.0,1.0,,,9,0.1111111111111111
thi tran cu chi,2023-08,,,,60.0,60.0,9,
thi tran cu chi,2023-10,1.0,1.0,1.0,,,9,0.1111111111111111
thi tran hoc mon,2023-01,,,,60.0,60.0,8,
thi tran hoc mon,2023-02,,,,60.0,60.0,8,
thi tran hoc mon,2023-03,1.0,1.0,1.0,,,8,0.125
thi tran hoc mon,2023-04,1.0,1.0,1.0,,,8,0.125
thi tran nha be,2022-12,,,,60.0,60.0,6,
thi tran nha be,2023-01,,,,60.0,60.0,6,
thi tran nha be,2023-02,1.0,1.0,1.0,60.0,60.0,6,0.16666666666666666
thi tran nha be,2023-03,1.0,1.0,1.0,,,6,0.16666666666666666
thi tran nha be,2023-04,1.0,1.0,1.0,60.0,60.0,6,0.16666666666666666
thi tran nha be,2023-06,1.0,1.0,1.0,,,6,0.16666666666666666
thi tran tan tuc,2023-01,,,,60.0,60.0,14,
thi tran tan tuc,2023-02,,,,60.0,60.0,14,
thi tran tan tuc,2023-03,1.0,1.0,1.0,,,14,0.07142857142857142
thi tran tan tuc,2023-04,1.0,1.0,1.0,,,14,0.07142857142857142
thi tran tan tuc,2023-05,,,,60.0,60.0,14,
thi tran tan tuc,2023-06,,,,60.0,60.0,14,
thi tran tan tuc,2023-07,1.0,1.0,1.0,60.0,60.0,14,0.07142857142857142
thi tran tan tuc,2023-08,2.0,2.0,2.0,,,14,0.14285714285714285
thi tran tan tuc,2023-09,1.0,1.0,1.0,,,14,0.07142857142857142
thoi an,2022-12,,,,60.0,60.0,17,
thoi an,2023-01,,,,60.0,60.0,17,
thoi an,2023-02,1.0,1.0,1.0,,,17,0.058823529411764705
thoi an,2023-03,2.0,2.0,2.0,,,17,0.11764705882352941
thoi an,2023-04,1.0,1.0,1.0,34.5,54.9,17,0.058823529411764705
thoi an,2023-05,,,,60.0,60.0,17,
thoi an,2023-06,1.0,1.0,1.0,,,17,0.058823529411764705
thoi an,2023-07,1.0,1.0,1.0,60.0,60.0,17,0.058823529411764705
thoi an,2023-08,1.0,1.0,1.0,,,17,0.058823529411764705
thoi an,2023-10,,,,60.0,60.0,17,
thoi an,2023-11,2.0,2.0,2.0,,,17,0.11764705882352941
thoi tam thon,2023-01,,,,60.0,60.0,16,
thoi tam thon,2023-03,1.0,1.0,1.0,60.0,60.0,16,0.0625
thoi tam thon,2023-05,1.0,1.0,1.0,,,16,0.0625
thoi tam thon,2023-07,,,,60.0,60.0,16,
thoi tam thon,2023-08,,,,60.0,60.0,16,
thoi tam thon,2023-09,1.0,1.0,1.0,60.0,60.0,16,0.0625
thoi tam thon,2023-10,3.0,3.0,3.0,,,16,0.1875
thoi tam thon,2023-11,1.0,1.0,1.0,,,16,0.0625
tp,2020-04,,,,60.0,60.0,41,
tp,2020-05,,,,60.0,60.0,41,
tp,2020-06,1.0,1.0,0.0,,,41,0.0
tp,2020-07,2.0,2.0,0.0,,,41,0.0
tp,2020-10,,,,60.0,60.0,41,
tp,2020-12,1.0,1.0,0.0,,,41,0.0
tp,2021-01,,,,60.0,60.0,41,
tp,2021-02,,,,60.0,60.0,41,
tp,2021-03,1.0,1.0,0.0,,,41,0.0
tp,2021-04,2.0,2.0,0.0,,,41,0.0
tp,2021-05,,,,60.0,60.0,41,
tp,2021-07,1.0,1.0,0.0,,,41,0.0
tp,2021-11,,,,60.0,60.0,41,
tp,2022-01,1.0,1.0,0.0,,,41,0.0
tp,2022-03,,,,60.0,60.0,41,
tp,2022-05,3.0,6.0,0.0,60.0,60.0,41,0.0
tp,2022-07,1.0,1.0,0.0,,,41,0.0
tp,2022-09,,,,60.0,60.0,41,
tp,2022-11,1.0,1.0,1.0,60.0,60.0,41,0.024390243902439025
tp,2022-12,,,,60.0,60.0,41,
tp,2023-01,2.0,3.0,3.0,60.0,60.0,41,0.07317073170731707
tp,2023-02,1.0,1.0,1.0,60.0,60.0,41,0.024390243902439025
tp,2023-03,2.0,2.0,2.0,,,41,0.04878048780487805
tp,2023-04,2.0,2.0,2.0,60.0,60.0,41,0.04878048780487805
tp,2023-05,1.0,1.0,1.0,,,41,0.024390243902439025
tp,2023-06,1.0,1.0,1.0,60.0,60.0,41,0.024390243902439025
tp,2023-07,,,,60.0,60.0,41,
tp,2023-08,2.0,4.0,4.0,60.0,60.0,41,0.0975609756097561
tp,2023-09,3.0,4.0,4.0,,,41,0.0975609756097561
tp,2023-10,1.0,1.0,1.0,,,41,0.024390243902439025
tp,2024-01,,,,60.0,60.0,41,
tp,2024-03,1.0,1.0,1.0,60.0,60.0,41,0.024390243902439025
tp,2024-05,1.0,1.0,1.0,60.0,60.0,41,0.024390243902439025
tp,2024-07,2.0,3.0,3.0,60.0,60.0,41,0.07317073170731707
tp,2024-09,1.0,1.0,1.0,,,41,0.024390243902439025
trung an,2022-11,,,,60.0,60.0,6,
trung an,2023-01,1.0,1.0,1.0,,,6,0.16666666666666666
trung chanh,2022-11,,,,60.0,60.0,14,
trung chanh,2023-01,1.0,1.0,1.0,,,14,0.07142857142857142
trung chanh,2023-08,,,,60.0,60.0,14,
trung chanh,2023-09,,,,60.0,60.0,14,
trung chanh,2023-10,1.0,1.0,1.0,,,14,0.07142857142857142
trung chanh,2023-11,2.0,2.0,2.0,,,14,0.14285714285714285
trung my tay,2022-11,,,,60.0,60.0,17,
trung my tay,2023-01,1.0,1.0,1.0,,,17,0.058823529411764705
truong thanh,2023-01,,,,60.0,60.0,12,
truong thanh,2023-03,1.0,1.0,1.0,60.0,60.0,12,0.08333333333333333
truong thanh,2023-05,1.0,1.0,1.0,,,12,0.08333333333333333
truong thanh,2023-07,,,,60.0,60.0,12,
truong thanh,2023-08,1.0,2.0,2.0,60.0,60.0,12,0.16666666666666666
truong thanh,2023-09,1.0,1.0,1.0,,,12,0.08333333333333333
truong thanh,2023-10,1.0,1.0,1.0,,,12,0.08333333333333333
truong tho,2023-01,,,,60.0,60.0,18,
truong tho,2023-02,,,,60.0,60.0,18,
truong tho,2023-03,2.0,2.0,2.0,,,18,0.1111111111111111
truong tho,2023-04,2.0,2.0,2.0,60.0,60.0,18,0.1111111111111111
truong tho,2023-06,1.0,1.0,1.0,,,18,0.05555555555555555
truong tho,2023-10,,,,60.0,60.0,18,
truong tho,2023-12,2.0,2.0,2.0,,,18,0.1111111111111111
tt,2019-12,,,,60.0,60.0,131,
tt,2020-02,1.0,1.0,0.0,,,131,0.0
tt,2020-05,,,,60.0,60.0,131,
tt,2020-07,1.0,1.0,0.0,,,131,0.0
tt,2020-08,,,,60.0,60.0,131,
tt,2020-09,,,,60.0,60.0,131,
tt,2020-10,1.0,1.0,0.0,,,131,0.0
tt,2020-11,2.0,2.0,0.0,,,131,0.0
tt,2020-12,,,,60.0,60.0,131,
tt,2021-01,,,,60.0,60.0,131,
tt,2021-02,3.0,3.0,0.0,60.0,60.0,131,0.0
tt,2021-03,3.0,3.0,0.0,,,131,0.0
tt,2021-04,6.0,7.0,0.0,,,131,0.0
tt,2021-05,,,,60.0,60.0,131,
tt,2021-07,2.0,2.0,0.0,,,131,0.0
tt,2021-09,,,,60.0,60.0,131,
tt,2021-10,,,,60.0,60.0,131,
tt,2021-11,2.0,3.0,0.0,60.0,60.0,131,0.0
tt,2021-12,1.0,1.0,0.0,,,131,0.0
tt,2022-01,3.0,4.0,0.0,60.0,60.0,131,0.0
tt,2022-02,,,,60.0,60.0,131,
tt,2022-03,1.0,1.0,0.0,60.0,60.0,131,0.0
tt,2022-04,2.0,2.0,0.0,60.0,60.0,131,0.0
tt,2022-05,4.0,5.0,0.0,60.0,60.0,131,0.0
tt,2022-06,1.0,3.0,0.0,60.0,60.0,131,0.0
tt,2022-07,2.0,2.0,0.0,60.0,60.0,131,0.0
tt,2022-08,3.0,3.0,0.0,60.0,60.0,131,0.0
tt,2022-09,2.0,2.0,0.0,60.0,60.0,131,0.0
tt,2022-10,4.0,10.0,0.0,60.0,60.0,131,0.0
tt,2022-11,3.0,3.0,3.0,60.0,60.0,131,0.022900763358778626
tt,2022-12,2.0,2.0,2.0,60.0,60.0,131,0.015267175572519083
tt,2023-01,2.0,5.0,5.0,60.0,60.0,131,0.03816793893129771
tt,2023-02,4.0,6.0,6.0,60.0,60.0,131,0.04580152671755725
tt,2023-03,3.0,3.0,3.0,60.0,60.0,131,0.022900763358778626
tt,2023-04,3.0,5.0,5.0,60.0,60.0,131,0.03816793893129771
tt,2023-05,4.0,5.0,5.0,60.0,60.0,131,0.03816793893129771
tt,2023-06,1.0,1.0,1.0,60.0,60.0,131,0.007633587786259542
tt,2023-07,2.0,2.0,2.0,60.0,60.0,131,0.015267175572519083
tt,2023-08,6.0,8.0,8.0,60.0,60.0,131,0.061068702290076333
tt,2023-09,4.0,7.0,7.0,60.0,60.0,131,0.05343511450381679
tt,2023-10,2.0,3.0,3.0,60.0,60.0,131,0.022900763358778626
tt,2023-11,2.0,2.0,2.0,60.0,60.0,131,0.015267175572519083
tt,2023-12,2.0,2.0,2.0,60.0,60.0,131,0.015267175572519083
tt,2024-01,1.0,2.0,2.0,60.0,60.0,131,0.015267175572519083
tt,2024-02,3.0,5.0,5.0,60.0,60.0,131,0.03816793893129771
tt,2024-03,2.0,2.0,2.0,60.0,60.0,131,0.015267175572519083
tt,2024-04,1.0,2.0,2.0,60.0,60.0,131,0.015267175572519083
tt,2024-05,3.0,3.0,3.0,60.0,60.0,131,0.022900763358778626
tt,2024-06,1.0,1.0,1.0,60.0,60.0,131,0.007633587786259542
tt,2024-07,2.0,2.0,2.0,60.0,60.0,131,0.015267175572519083
tt,2024-08,2.0,4.0,4.0,60.0,60.0,131,0.030534351145038167
tt,2024-10,1.0,1.0,1.0,60.0,60.0,131,0.007633587786259542
tt,2024-12,2.0,3.0,3.0,,,131,0.022900763358778626
vinh loc a,2022-12,,,,60.0,60.0,25,
vinh loc a,2023-01,,,,60.0,60.0,25,
vinh loc a,2023-02,1.0,1.0,1.0,60.0,60.0,25,0.04
vinh loc a,2023-03,1.0,1.0,1.0,60.0,60.0,25,0.04
vinh loc a,2023-04,2.0,2.0,2.0,60.0,60.0,25,0.08
vinh loc a,2023-05,1.0,1.0,1.0,60.0,60.0,25,0.04
vinh loc a,2023-06,1.0,1.0,1.0,,,25,0.04
vinh loc a,2023-07,3.0,4.0,4.0,60.0,60.0,25,0.16
vinh loc a,2023-08,,,,60.0,60.0,25,
vinh loc a,2023-09,3.0,3.0,3.0,12.0,12.0,25,0.12
vinh loc a,2023-10,2.0,3.0,3.0,,,25,0.12
vinh loc b,2022-11,,,,60.0,60.0,36,
vinh loc b,2022-12,,,,60.0,60.0,36,
vinh loc b,2023-01,1.0,1.0,1.0,60.0,60.0,36,0.027777777777777776
vinh loc b,2023-02,1.0,1.0,1.0,60.0,60.0,36,0.027777777777777776
vinh loc b,2023-03,1.0,1.0,1.0,60.0,60.0,36,0.027777777777777776
vinh loc b,2023-04,2.0,3.0,3.0,60.0,60.0,36,0.08333333333333333
vinh loc b,2023-05,2.0,2.0,2.0,,,36,0.05555555555555555
vinh loc b,2023-06,3.0,3.0,3.0,60.0,60.0,36,0.08333333333333333
vinh loc b,2023-07,,,,60.0,60.0,36,
vinh loc b,2023-08,3.0,3.0,3.0,,,36,0.08333333333333333
vinh loc b,2023-09,1.0,2.0,2.0,,,36,0.05555555555555555
vinh loc b,2023-10,,,,60.0,60.0,36,
vinh loc b,2023-12,1.0,1.0,1.0,,,36,0.027777777777777776
vo thi sau,2022-11,,,,60.0,60.0,139,
vo thi sau,2023-01,2.0,2.0,2.0,,,139,0.014388489208633094
vo thi sau,2023-02,,,,60.0,60.0,139,
vo thi sau,2023-04,1.0,1.0,1.0,,,139,0.007194244604316547
vo thi sau,2023-05,,,,60.0,60.0,139,
vo thi sau,2023-07,1.0,1.0,1.0,,,139,0.007194244604316547
vo thi sau,2023-10,,,,60.0,60.0,139,
vo thi sau,2023-12,1.0,1.0,1.0,,,139,0.007194244604316547
xuan thoi son,2023-01,,,,60.0,60.0,7,
xuan thoi son,2023-03,1.0,1.0,1.0,,,7,0.14285714285714285
xuan thoi son,2023-04,,,,60.0,60.0,7,
xuan thoi son,2023-06,1.0,1.0,1.0,,,7,0.14285714285714285
xuan thoi thuong,2023-02,,,,60.0,60.0,10,
xuan thoi thuong,2023-03,,,,60.0,60.0,10,
xuan thoi thuong,2023-04,1.0,1.0,1.0,60.0,60.0,10,0.1
xuan thoi thuong,2023-05,2.0,2.0,2.0,,,10,0.2
xuan thoi thuong,2023-06,1.0,1.0,1.0,,,10,0.1
xuan thoi đong,2022-11,,,,60.0,60.0,21,
xuan thoi đong,2022-12,,,,60.0,60.0,21,
xuan thoi đong,2023-01,1.0,1.0,1.0,60.0,60.0,21,0.047619047619047616
xuan thoi đong,2023-02,1.0,1.0,1.0,60.0,60.0,21,0.047619047619047616
xuan thoi đong,2023-03,2.0,2.0,2.0,60.0,60.0,21,0.09523809523809523
xuan thoi đong,2023-04,2.0,2.0,2.0,60.0,60.0,21,0.09523809523809523
xuan thoi đong,2023-05,1.0,1.0,1.0,,,21,0.047619047619047616
xuan thoi đong,2023-06,2.0,2.0,2.0,,,21,0.09523809523809523
xuan thoi đong,2023-07,,,,60.0,60.0,21,
xuan thoi đong,2023-08,,,,60.0,60.0,21,
xuan thoi đong,2023-09,1.0,1.0,1.0,,,21,0.047619047619047616
xuan thoi đong,2023-10,2.0,3.0,3.0,,,21,0.14285714285714285
đa kao,2022-11,,,,60.0,60.0,80,
đa kao,2023-01,1.0,1.0,1.0,,,80,0.0125
đa kao,2023-02,,,,9.0,9.0,80,
đa kao,2023-03,1.0,1.0,1.0,60.0,60.0,80,0.0125
đa kao,2023-05,1.0,1.0,1.0,,,80,0.0125
đa kao,2023-06,,,,60.0,60.0,80,
đa kao,2023-07,,,,60.0,60.0,80,
đa kao,2023-08,1.0,1.0,1.0,60.0,60.0,80,0.0125
đa kao,2023-09,1.0,1.0,1.0,,,80,0.0125
đa kao,2023-10,1.0,1.0,1.0,60.0,60.0,80,0.0125
đa kao,2023-11,1.0,1.0,1.0,,,80,0.0125
đa kao,2023-12,,,,11.0,11.0,80,
đa kao,2024-01,1.0,1.0,1.0,,,80,0.0125
đa phuoc,2023-02,,,,60.0,60.0,2,
đa phuoc,2023-04,1.0,1.0,1.0,,,2,0.5
đong hung thuan,2023-06,,,,60.0,60.0,19,
đong hung thuan,2023-07,1.0,1.0,1.0,60.0,60.0,19,0.05263157894736842
đong hung thuan,2023-09,1.0,1.0,1.0,,,19,0.05263157894736842
đong thanh,2022-11,,,,60.0,60.0,17,
đong thanh,2023-01,1.0,1.0,1.0,,,17,0.058823529411764705
đong thanh,2023-06,,,,60.0,60.0,17,
đong thanh,2023-07,,,,60.0,60.0,17,
đong thanh,2023-08,2.0,2.0,2.0,,,17,0.11764705882352941
,2019-11,,,,60.0,60.0,222,
,2020-01,4.0,5.0,0.0,,,222,0.0
,2020-02,,,,60.0,60.0,222,
,2020-03,,,,60.0,60.0,222,
,2020-04,1.0,1.0,0.0,,,222,0.0
,2020-05,1.0,1.0,0.0,60.0,60.0,222,0.0
,2020-07,2.0,3.0,0.0,60.0,60.0,222,0.0
,2020-08,,,,60.0,60.0,222,
,2020-09,3.0,3.0,0.0,60.0,60.0,222,0.0
,2020-10,2.0,3.0,0.0,60.0,60.0,222,0.0
,2020-11,3.0,4.0,0.0,,,222,0.0
,2020-12,4.0,5.0,0.0,60.0,60.0,222,0.0
,2021-02,2.0,2.0,0.0,60.0,60.0,222,0.0
,2021-04,1.0,1.0,0.0,60.0,60.0,222,0.0
,2021-06,1.0,1.0,0.0,60.0,60.0,222,0.0
,2021-07,,,,60.0,60.0,222,
,2021-08,1.0,1.0,0.0,60.0,60.0,222,0.0
,2021-09,1.0,1.0,0.0,60.0,60.0,222,0.0
,2021-10,1.0,1.0,0.0,60.0,60.0,222,0.0
,2021-11,4.0,4.0,0.0,60.0,60.0,222,0.0
,2021-12,3.0,3.0,0.0,60.0,60.0,222,0.0
,2022-01,7.0,8.0,0.0,60.0,60.0,222,0.0
,2022-02,1.0,1.0,0.0,60.0,60.0,222,0.0
,2022-03,1.0,1.0,0.0,60.0,60.0,222,0.0
,2022-04,2.0,4.0,0.0,60.0,60.0,222,0.0
,2022-05,1.0,1.0,0.0,,,222,0.0
,2022-06,6.0,10.0,0.0,60.0,60.0,222,0.0
,2022-07,,,,60.0,60.0,222,
,2022-08,4.0,4.0,0.0,60.0,60.0,222,0.0
,2022-09,6.0,10.0,0.0,60.0,60.0,222,0.0
,2022-10,7.0,8.0,1.0,60.0,60.0,222,0.0045045045045045045
,2022-11,5.0,7.0,7.0,60.0,60.0,222,0.03153153153153153
,2022-12,1.0,1.0,1.0,60.0,60.0,222,0.0045045045045045045
,2023-01,16.0,328.0,328.0,60.0,60.0,222,1.4774774774774775
,2023-02,17.0,308.0,308.0,60.0,60.0,222,1.3873873873873874
,2023-03,20.0,395.0,395.0,60.0,60.0,222,1.7792792792792793
,2023-04,14.0,315.0,315.0,60.0,60.0,222,1.4189189189189189
,2023-05,19.0,356.0,356.0,60.0,60.0,222,1.6036036036036037
,2023-06,21.0,398.0,398.0,60.0,60.0,222,1.7927927927927927
,2023-07,21.0,402.0,402.0,60.0,60.0,222,1.8108108108108107
,2023-08,23.0,426.0,426.0,60.0,60.0,222,1.9189189189189189
,2023-09,18.0,365.0,365.0,60.0,60.0,222,1.6441441441441442
,2023-10,21.0,451.0,451.0,60.0,60.0,222,2.0315315315315314
,2023-11,17.0,425.0,425.0,,,222,1.9144144144144144
,2023-12,21.0,473.0,473.0,,,222,2.130630630630631
,2024-10,,,,60.0,60.0,222,
,2024-12,1.0,1.0,1.0,,,222,0.0045045045045045045
,NaT,0.0,248.0,0.0,,,222,0.0
